hskLevel,hanzi,pinyin,definition
6,转移,zhuǎn yí,to shift
6,转折,zhuǎn zhé,shift in the trend of events
6,传记,zhuàn jì,biography
6,装备,zhuāng bèi,equipment
6,装卸,zhuāng xiè,to load or unload
6,庄严,zhuāng yán,stately
6,庄重,zhuāng zhòng,grave
6,幢,zhuàng,classifier for buildings
6,壮观,zhuàng guān,spectacular
6,壮丽,zhuàng lì,magnificence
6,壮烈,zhuàng liè,brave
6,追悼,zhuī dào,to mourn
6,追究,zhuī jiū,to investigate
6,准则,zhǔn zé,norm
6,琢磨,zhuó mó,to carve and polish (jade)
6,着手,zhuó shǒu,to put one's hand to it
6,着想,zhuó xiǎng,to give thought (to others)
6,着重,zhuó zhòng,put emphasis on
6,卓越,zhuó yuè,outstanding
6,资本,zī běn,capital (economics)
6,资产,zī chǎn,property
6,资深,zī shēn,senior (in terms of depth of accumulated experience)
6,资助,zī zhù,to subsidize
6,姿态,zī tài,attitude
6,滋味,zī wèi,taste
6,滋长,zī zhǎng,to grow (usually of abstract things)
6,子弹,zǐ dàn,bullet
6,字母,zì mǔ,letter (of the alphabet)
6,自卑,zì bēi,feeling inferior
6,自发,zì fā,spontaneous
6,自力更生,zì lì gēng shēng,regeneration through one's own effort (idiom)
6,自满,zì mǎn,complacent
6,自主,zì zhǔ,independent
6,踪迹,zōng jì,tracks
6,宗旨,zōng zhǐ,objective
6,棕色,zōng sè,brown
6,总而言之,zǒng ér yán zhī,in short
6,总和,zǒng hé,sum
6,纵横,zòng héng,lit. warp and weft in weaving; vertically and horizontal
6,走廊,zǒu láng,corridor
6,走漏,zǒu lòu,to leak (of information
6,走私,zǒu sī,to smuggle
6,揍,zòu,to beat up
6,租赁,zū lìn,to rent
6,足以,zú yǐ,sufficient to...
6,组,zǔ,to form
6,阻碍,zǔ ài,to obstruct
6,阻拦,zǔ lán,to stop
6,阻挠,zǔ náo,to thwart
6,祖父,zǔ fù,father's father
6,钻研,zuān yán,to study meticulously
6,钻石,zuàn shí,diamond
6,嘴唇,zuǐ chún,lip
6,尊严,zūn yán,dignity
6,遵循,zūn xún,to follow
6,左右,zuǒ yòu,left and right
6,做东,zuò dōng,to act as host
6,做主,zuò zhǔ,make the decision
6,座右铭,zuò yòu míng,motto
6,作弊,zuò bì,to practice fraud
6,作废,zuò fèi,to become invalid
6,作风,zuò fēng,style
6,作息,zuò xī,work and rest
